LocationType,Location,DataType,TimeFrame,DataFormat,Data,Indicator,HousingStatus,TimeStart,TimeEnd,StatNow,StatPrevious,StatDifference
State,Hawaii,Percent,2016-2020,Percent,0.36393,Percent of families with children,,2016,2020,,,
State,Hawaii,Percent,2015-2019,Percent,0.36723,Percent of families with children,,2015,2019,,,
State,Hawaii,Percent,2014-2018,Percent,0.37437,Percent of families with children,,2014,2018,,,
State,Hawaii,Percent,2013-2017,Percent,0.37712,Percent of families with children,,2013,2017,,,
State,Hawaii,Percent,2012-2016,Percent,0.3837,Percent of families with children,,2012,2016,,,
State,Hawaii,Percent,2011-2015,Percent,0.3932,Percent of families with children,,2011,2015,,,
State,Hawaii,Percent,2010-2014,Percent,0.39605,Percent of families with children,,2010,2014,,,
State,Hawaii,Percent,2009-2013,Percent,0.39887,Percent of families with children,,2009,2013,,,
State,Hawaii,Percent,2008-2012,Percent,0.40237,Percent of families with children,,2008,2012,,,
State,Hawaii,Percent,2007-2011,Percent,0.4068,Percent of families with children,,2007,2011,,,
State,Hawaii,Percent,2006-2010,Percent,0.40806,Percent of families with children,,2006,2010,,,
State,Hawaii,Percent,2017-2021,Percent,0.36441,Percent of families with children,,2017,2021,,0.36441,-0.008945967454
State,Hawaii,Percent,2018-2022,Percent,0.36115,Percent of families with children,,2018,2022,0.36115,,
County,C&C Honolulu,Percent,2016-2020,Percent,0.36982,Percent of families with children,,2016,2020,,,
County,C&C Honolulu,Percent,2015-2019,Percent,0.37741,Percent of families with children,,2015,2019,,,
County,C&C Honolulu,Percent,2014-2018,Percent,0.38273,Percent of families with children,,2014,2018,,,
County,C&C Honolulu,Percent,2013-2017,Percent,0.38459,Percent of families with children,,2013,2017,,,
County,C&C Honolulu,Percent,2012-2016,Percent,0.39091,Percent of families with children,,2012,2016,,,
County,C&C Honolulu,Percent,2011-2015,Percent,0.3981,Percent of families with children,,2011,2015,,,
County,C&C Honolulu,Percent,2010-2014,Percent,0.40092,Percent of families with children,,2010,2014,,,
County,C&C Honolulu,Percent,2009-2013,Percent,0.40363,Percent of families with children,,2009,2013,,,
County,C&C Honolulu,Percent,2008-2012,Percent,0.40704,Percent of families with children,,2008,2012,,,
County,C&C Honolulu,Percent,2007-2011,Percent,0.41047,Percent of families with children,,2007,2011,,,
County,C&C Honolulu,Percent,2006-2010,Percent,0.41073,Percent of families with children,,2006,2010,,,
County,C&C Honolulu,Percent,2017-2021,Percent,0.37059,Percent of families with children,,2017,2021,,,
County,C&C Honolulu,Percent,2018-2022,Percent,0.36667,Percent of families with children,,2018,2022,,,
County,Hawaii County,Percent,2016-2020,Percent,0.34396,Percent of families with children,,2016,2020,,,
County,Hawaii County,Percent,2015-2019,Percent,0.33848,Percent of families with children,,2015,2019,,,
County,Hawaii County,Percent,2014-2018,Percent,0.34154,Percent of families with children,,2014,2018,,,
County,Hawaii County,Percent,2013-2017,Percent,0.34121,Percent of families with children,,2013,2017,,,
County,Hawaii County,Percent,2012-2016,Percent,0.35173,Percent of families with children,,2012,2016,,,
County,Hawaii County,Percent,2011-2015,Percent,0.37217,Percent of families with children,,2011,2015,,,
County,Hawaii County,Percent,2010-2014,Percent,0.37458,Percent of families with children,,2010,2014,,,
County,Hawaii County,Percent,2009-2013,Percent,0.38443,Percent of families with children,,2009,2013,,,
County,Hawaii County,Percent,2008-2012,Percent,0.38448,Percent of families with children,,2008,2012,,,
County,Hawaii County,Percent,2007-2011,Percent,0.38745,Percent of families with children,,2007,2011,,,
County,Hawaii County,Percent,2006-2010,Percent,0.3821,Percent of families with children,,2006,2010,,,
County,Hawaii County,Percent,2017-2021,Percent,0.35082,Percent of families with children,,2017,2021,,,
County,Hawaii County,Percent,2018-2022,Percent,0.34548,Percent of families with children,,2018,2022,,,
County,Kauai County,Percent,2016-2020,Percent,0.35865,Percent of families with children,,2016,2020,,,
County,Kauai County,Percent,2015-2019,Percent,0.34633,Percent of families with children,,2015,2019,,,
County,Kauai County,Percent,2014-2018,Percent,0.34829,Percent of families with children,,2014,2018,,,
County,Kauai County,Percent,2013-2017,Percent,0.35998,Percent of families with children,,2013,2017,,,
County,Kauai County,Percent,2012-2016,Percent,0.35445,Percent of families with children,,2012,2016,,,
County,Kauai County,Percent,2011-2015,Percent,0.35378,Percent of families with children,,2011,2015,,,
County,Kauai County,Percent,2010-2014,Percent,0.36354,Percent of families with children,,2010,2014,,,
County,Kauai County,Percent,2009-2013,Percent,0.35986,Percent of families with children,,2009,2013,,,
County,Kauai County,Percent,2008-2012,Percent,0.36877,Percent of families with children,,2008,2012,,,
County,Kauai County,Percent,2007-2011,Percent,0.37766,Percent of families with children,,2007,2011,,,
County,Kauai County,Percent,2006-2010,Percent,0.41438,Percent of families with children,,2006,2010,,,
County,Kauai County,Percent,2017-2021,Percent,0.32354,Percent of families with children,,2017,2021,,,
County,Kauai County,Percent,2018-2022,Percent,0.31213,Percent of families with children,,2018,2022,,,
County,Maui County,Percent,2016-2020,Percent,0.35918,Percent of families with children,,2016,2020,,,
County,Maui County,Percent,2015-2019,Percent,0.35253,Percent of families with children,,2015,2019,,,
County,Maui County,Percent,2014-2018,Percent,0.37646,Percent of families with children,,2014,2018,,,
County,Maui County,Percent,2013-2017,Percent,0.38375,Percent of families with children,,2013,2017,,,
County,Maui County,Percent,2012-2016,Percent,0.39164,Percent of families with children,,2012,2016,,,
County,Maui County,Percent,2011-2015,Percent,0.40583,Percent of families with children,,2011,2015,,,
County,Maui County,Percent,2010-2014,Percent,0.40618,Percent of families with children,,2010,2014,,,
County,Maui County,Percent,2009-2013,Percent,0.40444,Percent of families with children,,2009,2013,,,
County,Maui County,Percent,2008-2012,Percent,0.41009,Percent of families with children,,2008,2012,,,
County,Maui County,Percent,2007-2011,Percent,0.4207,Percent of families with children,,2007,2011,,,
County,Maui County,Percent,2006-2010,Percent,0.42077,Percent of families with children,,2006,2010,,,
County,Maui County,Percent,2017-2021,Percent,0.36175,Percent of families with children,,2017,2021,,,
County,Maui County,Percent,2018-2022,Percent,0.36833,Percent of families with children,,2018,2022,,,
State,Hawaii,Percent,2016-2020,Percent,0.2731,Percent of families with children that are single-parent families,,2016,2020,,,
State,Hawaii,Percent,2015-2019,Percent,0.25584,Percent of families with children that are single-parent families,,2015,2019,,,
State,Hawaii,Percent,2014-2018,Percent,0.25465,Percent of families with children that are single-parent families,,2014,2018,,,
State,Hawaii,Percent,2013-2017,Percent,0.25693,Percent of families with children that are single-parent families,,2013,2017,,,
State,Hawaii,Percent,2012-2016,Percent,0.25548,Percent of families with children that are single-parent families,,2012,2016,,,
State,Hawaii,Percent,2011-2015,Percent,0.25745,Percent of families with children that are single-parent families,,2011,2015,,,
State,Hawaii,Percent,2010-2014,Percent,0.26195,Percent of families with children that are single-parent families,,2010,2014,,,
State,Hawaii,Percent,2009-2013,Percent,0.26899,Percent of families with children that are single-parent families,,2009,2013,,,
State,Hawaii,Percent,2008-2012,Percent,0.27558,Percent of families with children that are single-parent families,,2008,2012,,,
State,Hawaii,Percent,2007-2011,Percent,0.27547,Percent of families with children that are single-parent families,,2007,2011,,,
State,Hawaii,Percent,2006-2010,Percent,0.26676,Percent of families with children that are single-parent families,,2006,2010,,,
State,Hawaii,Percent,2017-2021,Percent,0.27099,Percent of families with children that are single-parent families,,2017,2021,,,
State,Hawaii,Percent,2018-2022,Percent,0.27771,Percent of families with children that are single-parent families,,2018,2022,,,
County,C&C Honolulu,Percent,2016-2020,Percent,0.24101,Percent of families with children that are single-parent families,,2016,2020,,,
County,C&C Honolulu,Percent,2015-2019,Percent,0.22369,Percent of families with children that are single-parent families,,2015,2019,,,
County,C&C Honolulu,Percent,2014-2018,Percent,0.22634,Percent of families with children that are single-parent families,,2014,2018,,,
County,C&C Honolulu,Percent,2013-2017,Percent,0.22657,Percent of families with children that are single-parent families,,2013,2017,,,
County,C&C Honolulu,Percent,2012-2016,Percent,0.22487,Percent of families with children that are single-parent families,,2012,2016,,,
County,C&C Honolulu,Percent,2011-2015,Percent,0.22649,Percent of families with children that are single-parent families,,2011,2015,,,
County,C&C Honolulu,Percent,2010-2014,Percent,0.23252,Percent of families with children that are single-parent families,,2010,2014,,,
County,C&C Honolulu,Percent,2009-2013,Percent,0.23709,Percent of families with children that are single-parent families,,2009,2013,,,
County,C&C Honolulu,Percent,2008-2012,Percent,0.24518,Percent of families with children that are single-parent families,,2008,2012,,,
County,C&C Honolulu,Percent,2007-2011,Percent,0.24964,Percent of families with children that are single-parent families,,2007,2011,,,
County,C&C Honolulu,Percent,2006-2010,Percent,0.24075,Percent of families with children that are single-parent families,,2006,2010,,,
County,C&C Honolulu,Percent,2017-2021,Percent,0.24085,Percent of families with children that are single-parent families,,2017,2021,,,
County,C&C Honolulu,Percent,2018-2022,Percent,0.24532,Percent of families with children that are single-parent families,,2018,2022,,,
County,Hawaii County,Percent,2016-2020,Percent,0.36915,Percent of families with children that are single-parent families,,2016,2020,,,
County,Hawaii County,Percent,2015-2019,Percent,0.367,Percent of families with children that are single-parent families,,2015,2019,,,
County,Hawaii County,Percent,2014-2018,Percent,0.34924,Percent of families with children that are single-parent families,,2014,2018,,,
County,Hawaii County,Percent,2013-2017,Percent,0.36223,Percent of families with children that are single-parent families,,2013,2017,,,
County,Hawaii County,Percent,2012-2016,Percent,0.35786,Percent of families with children that are single-parent families,,2012,2016,,,
County,Hawaii County,Percent,2011-2015,Percent,0.36099,Percent of families with children that are single-parent families,,2011,2015,,,
County,Hawaii County,Percent,2010-2014,Percent,0.36618,Percent of families with children that are single-parent families,,2010,2014,,,
County,Hawaii County,Percent,2009-2013,Percent,0.38022,Percent of families with children that are single-parent families,,2009,2013,,,
County,Hawaii County,Percent,2008-2012,Percent,0.38082,Percent of families with children that are single-parent families,,2008,2012,,,
County,Hawaii County,Percent,2007-2011,Percent,0.3727,Percent of families with children that are single-parent families,,2007,2011,,,
County,Hawaii County,Percent,2006-2010,Percent,0.35964,Percent of families with children that are single-parent families,,2006,2010,,,
County,Hawaii County,Percent,2017-2021,Percent,0.38174,Percent of families with children that are single-parent families,,2017,2021,,,
County,Hawaii County,Percent,2018-2022,Percent,0.38741,Percent of families with children that are single-parent families,,2018,2022,,,
County,Kauai County,Percent,2016-2020,Percent,0.33849,Percent of families with children that are single-parent families,,2016,2020,,,
County,Kauai County,Percent,2015-2019,Percent,0.30988,Percent of families with children that are single-parent families,,2015,2019,,,
County,Kauai County,Percent,2014-2018,Percent,0.29952,Percent of families with children that are single-parent families,,2014,2018,,,
County,Kauai County,Percent,2013-2017,Percent,0.28657,Percent of families with children that are single-parent families,,2013,2017,,,
County,Kauai County,Percent,2012-2016,Percent,0.27875,Percent of families with children that are single-parent families,,2012,2016,,,
County,Kauai County,Percent,2011-2015,Percent,0.26543,Percent of families with children that are single-parent families,,2011,2015,,,
County,Kauai County,Percent,2010-2014,Percent,0.2638,Percent of families with children that are single-parent families,,2010,2014,,,
County,Kauai County,Percent,2009-2013,Percent,0.26883,Percent of families with children that are single-parent families,,2009,2013,,,
County,Kauai County,Percent,2008-2012,Percent,0.28228,Percent of families with children that are single-parent families,,2008,2012,,,
County,Kauai County,Percent,2007-2011,Percent,0.27209,Percent of families with children that are single-parent families,,2007,2011,,,
County,Kauai County,Percent,2006-2010,Percent,0.287,Percent of families with children that are single-parent families,,2006,2010,,,
County,Kauai County,Percent,2017-2021,Percent,0.33052,Percent of families with children that are single-parent families,,2017,2021,,,
County,Kauai County,Percent,2018-2022,Percent,0.33077,Percent of families with children that are single-parent families,,2018,2022,,,
County,Maui County,Percent,2016-2020,Percent,0.31774,Percent of families with children that are single-parent families,,2016,2020,,,
County,Maui County,Percent,2015-2019,Percent,0.30169,Percent of families with children that are single-parent families,,2015,2019,,,
County,Maui County,Percent,2014-2018,Percent,0.30044,Percent of families with children that are single-parent families,,2014,2018,,,
County,Maui County,Percent,2013-2017,Percent,0.31182,Percent of families with children that are single-parent families,,2013,2017,,,
County,Maui County,Percent,2012-2016,Percent,0.31769,Percent of families with children that are single-parent families,,2012,2016,,,
County,Maui County,Percent,2011-2015,Percent,0.32281,Percent of families with children that are single-parent families,,2011,2015,,,
County,Maui County,Percent,2010-2014,Percent,0.32248,Percent of families with children that are single-parent families,,2010,2014,,,
County,Maui County,Percent,2009-2013,Percent,0.33493,Percent of families with children that are single-parent families,,2009,2013,,,
County,Maui County,Percent,2008-2012,Percent,0.3372,Percent of families with children that are single-parent families,,2008,2012,,,
County,Maui County,Percent,2007-2011,Percent,0.32157,Percent of families with children that are single-parent families,,2007,2011,,,
County,Maui County,Percent,2006-2010,Percent,0.31098,Percent of families with children that are single-parent families,,2006,2010,,,
County,Maui County,Percent,2017-2021,Percent,0.29897,Percent of families with children that are single-parent families,,2017,2021,,,
County,Maui County,Percent,2018-2022,Percent,0.32229,Percent of families with children that are single-parent families,,2018,2022,,,
State,Hawaii,Percent,2016-2020,Percent,0.42975,Percent of families with young children,,2016,2020,,,
State,Hawaii,Percent,2015-2019,Percent,0.43468,Percent of families with young children,,2015,2019,,,
State,Hawaii,Percent,2014-2018,Percent,0.43829,Percent of families with young children,,2014,2018,,,
State,Hawaii,Percent,2013-2017,Percent,0.44132,Percent of families with young children,,2013,2017,,,
State,Hawaii,Percent,2012-2016,Percent,0.44537,Percent of families with young children,,2012,2016,,,
State,Hawaii,Percent,2011-2015,Percent,0.45491,Percent of families with young children,,2011,2015,,,
State,Hawaii,Percent,2010-2014,Percent,0.45059,Percent of families with young children,,2010,2014,,,
State,Hawaii,Percent,2009-2013,Percent,0.4466,Percent of families with young children,,2009,2013,,,
State,Hawaii,Percent,2008-2012,Percent,0.43767,Percent of families with young children,,2008,2012,,,
State,Hawaii,Percent,2007-2011,Percent,0.42896,Percent of families with young children,,2007,2011,,,
State,Hawaii,Percent,2006-2010,Percent,0.42742,Percent of families with young children,,2006,2010,,,
State,Hawaii,Percent,2017-2021,Percent,0.42123,Percent of families with young children,,2017,2021,,,
State,Hawaii,Percent,2018-2022,Percent,0.41479,Percent of families with young children,,2018,2022,,,
County,C&C Honolulu,Percent,2016-2020,Percent,0.44186,Percent of families with young children,,2016,2020,,,
County,C&C Honolulu,Percent,2015-2019,Percent,0.44319,Percent of families with young children,,2015,2019,,,
County,C&C Honolulu,Percent,2014-2018,Percent,0.44826,Percent of families with young children,,2014,2018,,,
County,C&C Honolulu,Percent,2013-2017,Percent,0.45195,Percent of families with young children,,2013,2017,,,
County,C&C Honolulu,Percent,2012-2016,Percent,0.45234,Percent of families with young children,,2012,2016,,,
County,C&C Honolulu,Percent,2011-2015,Percent,0.46009,Percent of families with young children,,2011,2015,,,
County,C&C Honolulu,Percent,2010-2014,Percent,0.45449,Percent of families with young children,,2010,2014,,,
County,C&C Honolulu,Percent,2009-2013,Percent,0.44712,Percent of families with young children,,2009,2013,,,
County,C&C Honolulu,Percent,2008-2012,Percent,0.438,Percent of families with young children,,2008,2012,,,
County,C&C Honolulu,Percent,2007-2011,Percent,0.43627,Percent of families with young children,,2007,2011,,,
County,C&C Honolulu,Percent,2006-2010,Percent,0.44324,Percent of families with young children,,2006,2010,,,
County,C&C Honolulu,Percent,2017-2021,Percent,0.42948,Percent of families with young children,,2017,2021,,,
County,C&C Honolulu,Percent,2018-2022,Percent,0.42891,Percent of families with young children,,2018,2022,,,
County,Hawaii County,Percent,2016-2020,Percent,0.41427,Percent of families with young children,,2016,2020,,,
County,Hawaii County,Percent,2015-2019,Percent,0.40699,Percent of families with young children,,2015,2019,,,
County,Hawaii County,Percent,2014-2018,Percent,0.40649,Percent of families with young children,,2014,2018,,,
County,Hawaii County,Percent,2013-2017,Percent,0.41368,Percent of families with young children,,2013,2017,,,
County,Hawaii County,Percent,2012-2016,Percent,0.41513,Percent of families with young children,,2012,2016,,,
County,Hawaii County,Percent,2011-2015,Percent,0.43277,Percent of families with young children,,2011,2015,,,
County,Hawaii County,Percent,2010-2014,Percent,0.43827,Percent of families with young children,,2010,2014,,,
County,Hawaii County,Percent,2009-2013,Percent,0.45183,Percent of families with young children,,2009,2013,,,
County,Hawaii County,Percent,2008-2012,Percent,0.42735,Percent of families with young children,,2008,2012,,,
County,Hawaii County,Percent,2007-2011,Percent,0.39238,Percent of families with young children,,2007,2011,,,
County,Hawaii County,Percent,2006-2010,Percent,0.38411,Percent of families with young children,,2006,2010,,,
County,Hawaii County,Percent,2017-2021,Percent,0.41329,Percent of families with young children,,2017,2021,,,
County,Hawaii County,Percent,2018-2022,Percent,0.38053,Percent of families with young children,,2018,2022,,,
County,Kauai County,Percent,2016-2020,Percent,0.42592,Percent of families with young children,,2016,2020,,,
County,Kauai County,Percent,2015-2019,Percent,0.44714,Percent of families with young children,,2015,2019,,,
County,Kauai County,Percent,2014-2018,Percent,0.46071,Percent of families with young children,,2014,2018,,,
County,Kauai County,Percent,2013-2017,Percent,0.45106,Percent of families with young children,,2013,2017,,,
County,Kauai County,Percent,2012-2016,Percent,0.4544,Percent of families with young children,,2012,2016,,,
County,Kauai County,Percent,2011-2015,Percent,0.46463,Percent of families with young children,,2011,2015,,,
County,Kauai County,Percent,2010-2014,Percent,0.45091,Percent of families with young children,,2010,2014,,,
County,Kauai County,Percent,2009-2013,Percent,0.43457,Percent of families with young children,,2009,2013,,,
County,Kauai County,Percent,2008-2012,Percent,0.44739,Percent of families with young children,,2008,2012,,,
County,Kauai County,Percent,2007-2011,Percent,0.41607,Percent of families with young children,,2007,2011,,,
County,Kauai County,Percent,2006-2010,Percent,0.35627,Percent of families with young children,,2006,2010,,,
County,Kauai County,Percent,2017-2021,Percent,0.39046,Percent of families with young children,,2017,2021,,,
County,Kauai County,Percent,2018-2022,Percent,0.38073,Percent of families with young children,,2018,2022,,,
County,Maui County,Percent,2016-2020,Percent,0.38012,Percent of families with young children,,2016,2020,,,
County,Maui County,Percent,2015-2019,Percent,0.4096,Percent of families with young children,,2015,2019,,,
County,Maui County,Percent,2014-2018,Percent,0.40589,Percent of families with young children,,2014,2018,,,
County,Maui County,Percent,2013-2017,Percent,0.40421,Percent of families with young children,,2013,2017,,,
County,Maui County,Percent,2012-2016,Percent,0.43327,Percent of families with young children,,2012,2016,,,
County,Maui County,Percent,2011-2015,Percent,0.44506,Percent of families with young children,,2011,2015,,,
County,Maui County,Percent,2010-2014,Percent,0.44076,Percent of families with young children,,2010,2014,,,
County,Maui County,Percent,2009-2013,Percent,0.44221,Percent of families with young children,,2009,2013,,,
County,Maui County,Percent,2008-2012,Percent,0.44347,Percent of families with young children,,2008,2012,,,
County,Maui County,Percent,2007-2011,Percent,0.4314,Percent of families with young children,,2007,2011,,,
County,Maui County,Percent,2006-2010,Percent,0.4113,Percent of families with young children,,2006,2010,,,
County,Maui County,Percent,2017-2021,Percent,0.39161,Percent of families with young children,,2017,2021,,,
County,Maui County,Percent,2018-2022,Percent,0.38352,Percent of families with young children,,2018,2022,,,
State,Hawaii,Number,2010,Number,87407,Population of young children (0-4),,,,,,
State,Hawaii,Number,2000,Number,78163,Population of young children (0-4),,,,,,
State,Hawaii,Number,2019,Number,86220,Population of young children (0-4),,,,,,
State,Hawaii,Number,2018,Number,88735,Population of young children (0-4),,,,,,
State,Hawaii,Number,2017,Number,90756,Population of young children (0-4),,,,,,
State,Hawaii,Number,2016,Number,92634,Population of young children (0-4),,,,,,
State,Hawaii,Number,2015,Number,93658,Population of young children (0-4),,,,,,
State,Hawaii,Number,2014,Number,93168,Population of young children (0-4),,,,,,
State,Hawaii,Number,2013,Number,92478,Population of young children (0-4),,,,,,
State,Hawaii,Number,2012,Number,91536,Population of young children (0-4),,,,,,
State,Hawaii,Number,2011,Number,90162,Population of young children (0-4),,,,,,
State,Hawaii,Number,2022,Number,79600,Population of young children (0-4),,,,,,
State,Hawaii,Number,2021,Number,81799,Population of young children (0-4),,,,,,
State,Hawaii,Number,2020,Number,85261,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2010,Number,61261,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2000,Number,56849,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2019,Number,60727,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2018,Number,62389,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2017,Number,64056,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2016,Number,65383,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2015,Number,65997,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2014,Number,65727,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2013,Number,65324,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2012,Number,64564,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2011,Number,63652,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2022,Number,56030,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2021,Number,57888,Population of young children (0-4),,,,,,
County,C&C Honolulu,Number,2020,Number,60927,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2010,Number,11845,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2000,Number,9130,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2019,Number,11515,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2018,Number,12057,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2017,Number,12190,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2016,Number,12408,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2015,Number,12534,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2014,Number,12381,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2013,Number,12261,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2012,Number,12240,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2011,Number,12003,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2022,Number,10877,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2021,Number,10882,Population of young children (0-4),,,,,,
County,Hawaii County,Number,2020,Number,11020,Population of young children (0-4),,,,,,
County,Kauai County,Number,2010,Number,4281,Population of young children (0-4),,,,,,
County,Kauai County,Number,2000,Number,3605,Population of young children (0-4),,,,,,
County,Kauai County,Number,2019,Number,4222,Population of young children (0-4),,,,,,
County,Kauai County,Number,2018,Number,4370,Population of young children (0-4),,,,,,
County,Kauai County,Number,2017,Number,4421,Population of young children (0-4),,,,,,
County,Kauai County,Number,2016,Number,4560,Population of young children (0-4),,,,,,
County,Kauai County,Number,2015,Number,4616,Population of young children (0-4),,,,,,
County,Kauai County,Number,2014,Number,4574,Population of young children (0-4),,,,,,
County,Kauai County,Number,2013,Number,4526,Population of young children (0-4),,,,,,
County,Kauai County,Number,2012,Number,4486,Population of young children (0-4),,,,,,
County,Kauai County,Number,2011,Number,4385,Population of young children (0-4),,,,,,
County,Kauai County,Number,2022,Number,3900,Population of young children (0-4),,,,,,
County,Kauai County,Number,2021,Number,3978,Population of young children (0-4),,,,,,
County,Kauai County,Number,2020,Number,4042,Population of young children (0-4),,,,,,
County,Maui County,Number,2010,Number,10020,Population of young children (0-4),,,,,,
County,Maui County,Number,2000,Number,8579,Population of young children (0-4),,,,,,
County,Maui County,Number,2019,Number,9756,Population of young children (0-4),,,,,,
County,Maui County,Number,2018,Number,9919,Population of young children (0-4),,,,,,
County,Maui County,Number,2017,Number,10089,Population of young children (0-4),,,,,,
County,Maui County,Number,2016,Number,10283,Population of young children (0-4),,,,,,
County,Maui County,Number,2015,Number,10511,Population of young children (0-4),,,,,,
County,Maui County,Number,2014,Number,10486,Population of young children (0-4),,,,,,
County,Maui County,Number,2013,Number,10367,Population of young children (0-4),,,,,,
County,Maui County,Number,2012,Number,10246,Population of young children (0-4),,,,,,
County,Maui County,Number,2011,Number,10122,Population of young children (0-4),,,,,,
County,Maui County,Number,2022,Number,8791,Population of young children (0-4),,,,,,
County,Maui County,Number,2021,Number,9050,Population of young children (0-4),,,,,,
County,Maui County,Number,2020,Number,9272,Population of young children (0-4),,,,,,
State,Hawaii,Percent,2016-2020,Percent,0.28911,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2015-2019,Percent,0.29122,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2014-2018,Percent,0.29359,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2013-2017,Percent,0.28945,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2012-2016,Percent,0.28912,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2011-2015,Percent,0.29122,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2010-2014,Percent,0.29496,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2009-2013,Percent,0.28994,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2008-2012,Percent,0.29077,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2007-2011,Percent,0.28915,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2006-2010,Percent,0.28234,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2017-2021,Percent,0.28636,Percent of children in immigrant families,,,,,,
State,Hawaii,Percent,2018-2022,Percent,0.28201,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2016-2020,Percent,0.30323,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2015-2019,Percent,0.30159,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2014-2018,Percent,0.30751,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2013-2017,Percent,0.30215,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2012-2016,Percent,0.30257,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2011-2015,Percent,0.30159,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2010-2014,Percent,0.30723,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2009-2013,Percent,0.30599,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2008-2012,Percent,0.30973,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2007-2011,Percent,0.31007,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2006-2010,Percent,0.30395,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2017-2021,Percent,0.29982,Percent of children in immigrant families,,,,,,
County,C&C Honolulu,Percent,2018-2022,Percent,0.29878,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2016-2020,Percent,0.21423,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2015-2019,Percent,0.21183,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2014-2018,Percent,0.19625,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2013-2017,Percent,0.19914,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2012-2016,Percent,0.19343,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2011-2015,Percent,0.21183,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2010-2014,Percent,0.21542,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2009-2013,Percent,0.20608,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2008-2012,Percent,0.21555,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2007-2011,Percent,0.20625,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2006-2010,Percent,0.20054,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2017-2021,Percent,0.21076,Percent of children in immigrant families,,,,,,
County,Hawaii County,Percent,2018-2022,Percent,0.20243,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2016-2020,Percent,0.22093,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2015-2019,Percent,0.29675,Percent of children in immigrant families,,,,,,
County,Kauai County,Percent,2014-2018,Percent,0.25693,Percent of children in immigrant families,,,,,,
